time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-08-10T09:44:34.710Z,36.0654,139.9032,47.72,4.5,mb,,127,0.285,0.73,us,us100030qi,2022-07-31T23:27:01.674Z,"1 km N of Iwai, Japan",earthquake,5.9,5.6,0.096,32,reviewed,us,us
2015-08-10T02:34:45.720Z,38.8813,141.6603,70.47,4.7,mb,,113,1.22,0.95,us,us100030pa,2022-07-31T23:13:43.564Z,"21 km SSW of ?funato, Japan",earthquake,6.8,6.2,0.043,161,reviewed,us,us
2015-08-09T09:18:16.560Z,35.3874,140.1027,54.56,4.5,mb,,118,0.844,0.87,us,us100030jh,2022-07-31T23:12:44.320Z,"14 km S of Ichihara, Japan",earthquake,4.1,6,0.077,49,reviewed,us,us
2015-08-08T12:57:58.240Z,42.9916,145.7769,39.26,4.5,mb,,118,2.169,0.95,us,us100030f2,2015-11-06T18:06:22.040Z,"40 km SSE of Nemuro, Japan",earthquake,5.4,7.1,0.066,67,reviewed,us,us
2015-08-06T09:33:46.680Z,39.7826,143.4331,32.53,4.5,mb,,135,2.24,1.16,us,us10002z28,2015-11-06T18:06:19.040Z,"128 km E of Miyako, Japan",earthquake,5.3,5.8,0.1,29,reviewed,us,us
2015-08-06T09:22:29.530Z,36.4517,140.5954,52.78,5.2,mww,,86,0.394,1.3,us,us10002z24,2022-05-03T18:28:31.245Z,"3 km ESE of Funaishikawa, Japan",earthquake,5.9,4.5,,,reviewed,us,us
2015-08-06T01:45:24.370Z,35.8384,140.8829,30.03,4.5,mb,,114,0.684,0.75,us,us10002z0k,2015-11-06T18:06:19.040Z,"12 km NNE of Hasaki, Japan",earthquake,5.1,5.3,0.136,16,reviewed,us,us
2015-08-05T11:56:09.100Z,37.5068,141.4531,35.44,4.9,mww,,78,0.638,0.9,us,us10002y37,2022-07-31T22:34:49.130Z,"40 km E of Namie, Japan",earthquake,6,3.2,,,reviewed,us,us
2015-08-04T04:39:47.800Z,30.7055,131.5222,24.03,4.8,mb,,136,1.218,0.66,us,us10002xsz,2015-10-30T02:47:47.040Z,"50 km E of Nishinoomote, Japan",earthquake,6.5,6.1,0.08,49,reviewed,us,us
2015-08-03T05:30:11.290Z,37.7836,141.5287,43.15,5,mwr,,117,0.591,0.77,us,us10002xe9,2022-07-31T22:09:45.299Z,"57 km NE of Namie, Japan",earthquake,7,5.6,0.073,18,reviewed,us,us
2015-08-02T13:22:30.070Z,39.9061,142.5952,35,4.5,mb,,140,1.711,0.83,us,us10002xah,2015-10-30T02:47:44.040Z,"63 km ENE of Miyako, Japan",earthquake,7.3,2,0.172,10,reviewed,us,us
2015-08-02T07:50:04.670Z,44.8888,148.0247,118.28,4.8,mb,,122,3.961,0.79,us,us10002x9l,2015-10-30T02:47:43.040Z,"39 km SSE of Kuril’sk, Russia",earthquake,8.6,6.3,0.044,160,reviewed,us,us
2015-08-01T21:51:42.150Z,30.6746,131.4282,34.42,4.8,mb,,107,1.18,0.67,us,us10002x76,2015-10-30T02:47:42.040Z,"41 km E of Nishinoomote, Japan",earthquake,6.9,5.7,0.068,66,reviewed,us,us
2015-08-01T15:52:34.380Z,30.5967,131.4249,35.65,4.5,mb,,70,1.234,0.81,us,us10002x57,2015-10-30T02:47:42.040Z,"43 km ESE of Nishinoomote, Japan",earthquake,6.6,9,0.221,6,reviewed,us,us
2015-08-01T14:24:42.110Z,38.3328,142.0534,56.84,4.7,mb,,127,1.099,1.17,us,us10002x4l,2015-10-30T02:47:42.040Z,"66 km E of Ishinomaki, Japan",earthquake,7.2,6.7,0.083,44,reviewed,us,us
2015-07-24T23:22:50.090Z,30.8966,139.963,43.45,4.5,mb,,153,2.215,0.66,us,us100031vl,2015-10-22T20:04:57.040Z,"Izu Islands, Japan region",earthquake,11.2,10,0.221,6,reviewed,us,us
2015-07-24T19:30:57.590Z,35.5434,141.1158,34.78,4.8,mwr,,91,0.695,0.82,us,us20002zy0,2022-05-03T18:28:23.186Z,"33 km SE of Hasaki, Japan",earthquake,6.4,4.1,0.065,23,reviewed,us,us
2015-07-24T08:53:36.130Z,33.4073,132.3823,44.11,4.6,mwr,,46,1.288,0.87,us,us20002zsq,2022-07-31T20:21:44.111Z,"18 km WSW of ?zu, Japan",earthquake,5.2,4.7,0.071,19,reviewed,us,us
2015-07-23T19:23:39.180Z,30.0089,142.2943,30.23,4.9,mb,,110,2.904,0.7,us,us20002zmn,2015-10-22T20:04:54.040Z,"Izu Islands, Japan region",earthquake,7.9,4.7,0.061,85,reviewed,us,us
2015-07-23T12:51:49.920Z,37.0407,144.7235,35.57,5.1,mb,,132,3.237,0.74,us,us20002zif,2015-10-22T20:04:53.040Z,"off the east coast of Honshu, Japan",earthquake,7.8,6,0.037,240,reviewed,us,us
2015-07-23T11:24:56.970Z,32.5314,141.0467,47.69,4.6,mb,,52,1.19,1.27,us,us20002zh5,2015-10-22T20:04:53.040Z,"293 km SSE of Tateyama, Japan",earthquake,6.2,6.4,0.06,83,reviewed,us,us
2015-07-23T09:43:21.560Z,41.9631,142.5699,59.37,4.8,mb,,106,0.44,0.98,us,us20002zge,2015-10-22T20:04:53.040Z,"44 km SSE of Shizunai-furukawach?, Japan",earthquake,7.7,6.5,0.042,173,reviewed,us,us
2015-07-22T08:31:09.020Z,39.6801,143.3618,30.47,4.5,mb,,154,2.337,1.22,us,us20002z5x,2015-10-14T21:05:49.040Z,"122 km E of Miyako, Japan",earthquake,6.7,5.7,0.163,11,reviewed,us,us
2015-07-22T08:13:40.240Z,39.777,143.1464,26.93,4.5,mb,,135,2.142,1.1,us,us20002z5u,2015-10-14T21:05:49.040Z,"104 km E of Miyako, Japan",earthquake,5.7,4.4,0.118,21,reviewed,us,us
2015-07-22T04:51:35.840Z,33.6059,141.162,35.81,4.9,mwr,,59,1.229,0.52,us,us20002z4y,2022-07-31T19:53:38.306Z,"187 km SSE of Katsuura, Japan",earthquake,6.3,5.2,0.054,33,reviewed,us,us
2015-07-21T09:16:49.410Z,37.8375,141.7614,58.1,4.8,mwr,,76,0.769,0.95,us,us20002yv0,2022-07-31T19:40:15.418Z,"75 km SSE of Ishinomaki, Japan",earthquake,7,5.5,0.08,15,reviewed,us,us
2015-07-18T17:13:21.250Z,31.0298,131.4774,27.78,4.7,mwr,,47,0.999,1.12,us,us20002yec,2015-10-14T21:05:42.040Z,"55 km SSE of Kushima, Japan",earthquake,5.1,4.8,0.089,12,reviewed,us,us
2015-07-16T17:15:51.790Z,33.2913,139.4805,18.18,4.6,mb,,73,0.306,0.89,us,us20002xyr,2015-10-14T21:05:37.040Z,"161 km SSE of Shimoda, Japan",earthquake,6.2,3.1,0.094,34,reviewed,us,us
2015-07-16T06:13:26.250Z,33.2216,139.4635,10,4.8,mb,,57,0.287,0.64,us,us20002xve,2015-10-14T21:05:36.040Z,"168 km SSE of Shimoda, Japan",earthquake,2.8,1.9,0.048,138,reviewed,us,us
2015-07-16T01:15:48.640Z,33.1894,139.4211,8.7,4.8,mb,,74,0.337,0.78,us,us20002xtr,2015-10-14T21:05:35.040Z,"170 km SSE of Shimoda, Japan",earthquake,6.9,5.1,0.099,32,reviewed,us,us
2015-07-16T01:15:09.300Z,41.3872,142.5513,36.46,4.9,mb,,133,0.774,0.8,us,us20002xtp,2022-07-31T18:51:53.390Z,"106 km S of Shizunai-furukawach?, Japan",earthquake,5.4,6.5,0.036,241,reviewed,us,us
2015-07-15T08:44:29.930Z,33.1619,139.4586,16.14,4.5,mb,,173,0.275,1.02,us,us10002xwr,2015-10-09T20:19:18.040Z,"Izu Islands, Japan region",earthquake,4.7,8.1,0.191,8,reviewed,us,us
2015-07-15T08:08:47.340Z,40.2417,142.4492,22.99,4.5,mb,,134,1.457,0.85,us,us20002xkm,2015-10-09T20:19:18.040Z,"79 km NNE of Miyako, Japan",earthquake,4.8,5.7,0.081,45,reviewed,us,us
2015-07-15T08:01:07.470Z,33.3473,139.4185,10,4.8,mb,,72,0.381,0.73,us,us20002xkh,2015-10-09T20:19:18.040Z,"153 km SSE of Shimoda, Japan",earthquake,5.5,1.9,0.047,139,reviewed,us,us
2015-07-15T07:17:29.100Z,33.3021,139.5168,10,4.6,mb,,85,0.288,0.81,us,us20002xkd,2015-10-09T20:19:18.040Z,"161 km SSE of Shimoda, Japan",earthquake,4.8,1.9,0.099,30,reviewed,us,us
2015-07-15T07:09:17.550Z,33.069,139.5008,17.61,4.6,mb,,106,0.242,0.77,us,us10002xwl,2015-10-09T20:19:18.040Z,"185 km SSE of Shimoda, Japan",earthquake,6.6,3,0.116,22,reviewed,us,us
2015-07-15T07:07:55.440Z,33.2013,139.4413,10,4.6,mb,,166,0.298,1.11,us,us10002xwn,2015-10-09T20:19:18.040Z,"169 km SSE of Shimoda, Japan",earthquake,4.8,1.9,0.129,18,reviewed,us,us
2015-07-14T15:42:47.580Z,39.1673,144.7328,10,4.7,mb,,115,3.087,0.59,us,us20002xe9,2022-07-31T18:31:51.361Z,"242 km E of Yamada, Japan",earthquake,8.2,1.9,0.043,162,reviewed,us,us
2015-07-13T23:21:58.800Z,30.8901,142.0087,18.11,5.1,mb,,43,2.898,0.7,us,us20002xbg,2015-10-09T20:19:16.040Z,"Izu Islands, Japan region",earthquake,5.7,3.4,0.033,301,reviewed,us,us
2015-07-13T15:09:30.270Z,29.826,142.5281,10,4.5,mb,,79,2.737,1.13,us,us10002wxg,2015-10-09T20:19:16.040Z,"Izu Islands, Japan region",earthquake,7.4,1.9,0.101,29,reviewed,us,us
2015-07-13T08:17:01.490Z,29.741,142.3244,10,4.7,mb,,68,2.638,0.95,us,us20002x2m,2015-10-09T20:19:15.040Z,"Izu Islands, Japan region",earthquake,7.9,1.8,0.077,51,reviewed,us,us
2015-07-13T06:52:37.700Z,31.5042,131.757,46.19,4.7,mb,,123,1.114,0.93,us,us20002x29,2015-10-09T20:19:15.040Z,"38 km ESE of Nichinan, Japan",earthquake,7.2,7.4,0.055,100,reviewed,us,us
2015-07-12T17:52:06.170Z,33.0229,131.7493,53,5.5,mww,,57,0.739,0.95,us,us20002wz9,2022-07-31T18:03:58.225Z,"12 km SSW of Usuki, Japan",earthquake,5.7,1.9,,,reviewed,us,us
2015-07-11T23:16:30.280Z,33.1961,140.9734,42.55,4.9,mb,,40,0.976,0.98,us,us20002wuy,2015-10-09T20:19:13.040Z,"223 km SSE of Tateyama, Japan",earthquake,6.4,4.9,0.041,190,reviewed,us,us
2015-07-11T11:27:00.200Z,43.8887,148.0107,40.56,5.2,mwb,,60,3.915,0.77,us,us20002wsa,2015-10-09T20:19:12.040Z,"104 km E of Shikotan, Russia",earthquake,7.8,4.3,0.089,12,reviewed,us,us
2015-07-11T06:18:33.600Z,42.4295,142.4882,109.6,4.5,mb,,83,0.646,0.75,us,us20002wrb,2015-10-09T20:19:12.040Z,"14 km NE of Shizunai-furukawach?, Japan",earthquake,7.6,5,0.124,19,reviewed,us,us
2015-07-09T18:32:51.220Z,40.3631,141.4646,81,5.5,mww,,15,0.735,0.86,us,us20002wd2,2022-07-31T17:38:08.741Z,"15 km S of Hachinohe, Japan",earthquake,6,1.8,,,reviewed,us,us
2015-07-09T16:15:13.740Z,36.076,139.8451,50.76,4.7,mb,,67,0.319,0.95,us,us20002wbe,2022-07-31T17:34:13.577Z,"4 km ESE of Sakai, Japan",earthquake,5,4.9,0.048,130,reviewed,us,us
2015-07-09T08:27:39.500Z,40.1226,142.6028,38.28,5.2,mww,,133,1.936,1.3,us,us20002w8t,2022-07-31T17:29:16.482Z,"77 km NE of Miyako, Japan",earthquake,7.4,6.5,,,reviewed,us,us
2015-07-08T13:14:05.420Z,38.6423,142.4959,35,4.5,mb,,98,1.549,0.93,us,us200030wg,2015-09-30T00:21:03.040Z,"82 km SE of ?funato, Japan",earthquake,7.5,2,0.086,40,reviewed,us,us
2015-07-07T05:10:28.120Z,43.9097,147.9748,49,6.3,mww,,33,3.887,1.26,us,us20002vm7,2022-07-31T17:11:45.997Z,"101 km E of Shikotan, Russia",earthquake,7.3,1.9,,,reviewed,us,us
2015-07-05T10:41:54.570Z,38.7375,142.1446,32.52,4.7,mb,,117,1.374,0.88,us,us10002ni7,2015-09-30T00:20:57.040Z,"52 km SE of ?funato, Japan",earthquake,6.1,3.9,0.051,119,reviewed,us,us
2015-07-04T04:23:50.680Z,38.7407,142.0482,23.99,4.8,mb,,117,1.318,1.06,us,us10002nd9,2015-09-30T00:20:55.040Z,"46 km SE of ?funato, Japan",earthquake,6.7,4.6,0.059,88,reviewed,us,us
2015-07-03T03:33:27.230Z,42.0481,141.5163,100.06,4.5,mb,,77,0.795,0.86,us,us10002n5z,2015-09-30T00:20:52.040Z,"52 km SE of Muroran, Japan",earthquake,6.8,5.2,0.061,78,reviewed,us,us
2015-07-02T15:07:39.080Z,30.0303,143.1755,34.28,4.7,mb,,84,3.051,1.04,us,us20002xyl,2015-09-30T00:20:51.040Z,"Izu Islands, Japan region",earthquake,7.4,2.4,0.062,80,reviewed,us,us
2015-07-02T06:05:43.310Z,38.4988,141.8784,35,4.8,mb,,130,1.063,0.77,us,us10002mym,2022-07-31T16:21:21.783Z,"51 km E of Ishinomaki, Japan",earthquake,7,1.9,0.048,134,reviewed,us,us
2015-06-30T08:43:15.030Z,30.7896,142.0618,27.74,4.5,mb,,101,3.682,0.69,us,us10002mit,2015-09-02T22:37:25.040Z,"Izu Islands, Japan region",earthquake,9.2,5.2,0.084,42,reviewed,us,us
2015-06-29T10:07:27.930Z,36.8576,141.1682,47.58,4.7,mb,,122,1.005,1.21,us,us20002xey,2015-09-02T22:37:23.040Z,"33 km SE of Iwaki, Japan",earthquake,6.6,7.2,0.108,26,reviewed,us,us
2015-06-26T18:30:09.010Z,44.1167,146.9111,73.64,4.6,mwr,,97,3.109,1.09,us,us10002lzp,2015-09-02T22:37:20.040Z,"38 km NNE of Shikotan, Russia",earthquake,7.4,5.7,0.086,13,reviewed,us,us
2015-06-26T14:07:34.020Z,35.2672,141.4736,35,4.6,mb,,135,1.419,1.27,us,us10002lvr,2015-09-02T22:37:20.040Z,"77 km SE of Hasaki, Japan",earthquake,4.5,2,0.182,11,reviewed,us,us
2015-06-26T10:38:02.090Z,41.5272,142.0949,56.48,4.6,mwr,,130,0.932,1.06,us,us10002lup,2022-07-31T15:14:27.841Z,"78 km ENE of Mutsu, Japan",earthquake,7.2,5.9,0.068,21,reviewed,us,us
2015-06-23T11:06:51.050Z,38.7018,142.3324,40.86,4.6,mb,,104,1.471,1.29,us,us20002w0v,2015-09-01T00:53:55.040Z,"67 km SE of ?funato, Japan",earthquake,7.1,6.6,0.165,11,reviewed,us,us
2015-06-23T06:48:37.620Z,35.5022,141.301,36.21,4.5,mb,,143,1.158,1.08,us,us10002l2d,2015-09-01T00:53:54.040Z,"49 km ESE of Hasaki, Japan",earthquake,5.1,9.1,0.222,6,reviewed,us,us
2015-06-22T15:35:16.910Z,41.5201,142.0933,57.02,4.9,mb,,83,0.937,0.79,us,us10002kvz,2022-07-31T14:28:23.386Z,"77 km ENE of Mutsu, Japan",earthquake,6.9,5.9,0.037,232,reviewed,us,us
2015-06-22T02:17:55.200Z,38.788,142.2603,35.66,4.7,mwr,,135,1.476,1.25,us,us10002ksn,2015-09-01T00:53:53.040Z,"56 km SE of ?funato, Japan",earthquake,6.5,5.7,0.063,24,reviewed,us,us
2015-06-22T02:08:56.870Z,33.4073,141.0443,40.98,4.5,mb,,115,1.071,0.67,us,us10002ksl,2015-09-01T00:53:53.040Z,"204 km SSE of Katsuura, Japan",earthquake,6.9,6.6,0.111,24,reviewed,us,us
2015-06-21T15:16:37.590Z,30.5071,141.5755,32.01,4.5,mb,,102,3.001,0.97,us,us10002kpu,2015-09-01T00:53:53.040Z,"Izu Islands, Japan region",earthquake,5.8,5.4,0.062,76,reviewed,us,us
2015-06-19T03:18:57.580Z,44.5672,148.2404,67,4.6,mb,,80,4.076,0.55,us,us10002k5y,2015-09-01T00:53:50.040Z,"78 km SSE of Kuril’sk, Russia",earthquake,9.2,5.6,0.04,186,reviewed,us,us
2015-06-13T02:33:19.980Z,34.4653,137.4068,325.79,4.5,mb,,59,0.935,0.84,us,us20002pkt,2015-08-20T00:43:55.040Z,"25 km SSE of Tahara, Japan",earthquake,6.9,3.9,0.036,230,reviewed,us,us
2015-06-12T20:56:00.790Z,38.9796,142.3703,45.5,4.5,mwr,,123,1.664,1.17,us,us20002phn,2015-08-20T00:43:55.040Z,"54 km SE of Kamaishi, Japan",earthquake,5.6,5.4,0.06,27,reviewed,us,us
2015-06-11T09:19:23.300Z,29.794,131.4189,36.9,5.1,mb,,107,1.901,0.75,us,us20002nxu,2015-08-20T00:43:53.040Z,"98 km ESE of Koshima, Japan",earthquake,7.1,5.3,0.034,283,reviewed,us,us
2015-06-11T05:29:59.510Z,39.5247,143.4793,10,4.8,mb,,136,2.491,0.99,us,us20002nwz,2015-08-20T00:43:53.040Z,"131 km E of Yamada, Japan",earthquake,7,1.8,0.063,78,reviewed,us,us
2015-06-11T04:56:32.160Z,39.6101,143.2414,10,5.4,mwc,,102,2.29,0.49,us,us20002nwq,2016-11-10T21:47:59.941Z,"111 km E of Miyako, Japan",earthquake,5.9,1.8,,,reviewed,us,gcmt
2015-06-11T04:51:24.140Z,39.608,143.3457,5.72,5.7,mww,,49,2.36,0.47,us,us20002nwm,2022-05-03T18:49:42.026Z,"120 km E of Miyako, Japan",earthquake,6.7,3.2,,,reviewed,us,us
2015-06-11T04:45:29.730Z,39.672,143.331,10.49,5.7,mww,,28,2.318,0.44,us,us20002nwl,2022-05-03T18:49:43.287Z,"119 km E of Miyako, Japan",earthquake,6.5,2.8,,,reviewed,us,us
2015-06-11T00:29:00.380Z,38.8441,141.6373,68.86,4.5,mb,,116,1.179,0.77,us,us20002nuy,2015-08-20T00:43:53.040Z,"26 km SSW of ?funato, Japan",earthquake,7.4,7.4,0.094,33,reviewed,us,us
2015-06-10T20:06:57.660Z,41.7538,144.2929,19.41,4.9,mb,,134,0.887,0.71,us,us20002nr4,2015-08-10T13:08:29.040Z,"135 km S of Kushiro, Japan",earthquake,5.6,4.4,0.038,213,reviewed,us,us
2015-06-10T10:25:23.170Z,35.707,140.8888,45.62,4.5,mb,,117,0.77,0.7,us,us20002njn,2022-07-31T12:13:22.068Z,"5 km ESE of Hasaki, Japan",earthquake,6.4,3.9,0.121,20,reviewed,us,us
2015-06-10T08:44:49.600Z,39.6205,143.3589,36.58,4.6,mb,,155,2.362,0.72,us,us20002nj9,2015-08-10T13:08:28.040Z,"off the east coast of Honshu, Japan",earthquake,7.3,5.2,0.129,18,reviewed,us,us
2015-06-10T08:33:03.780Z,39.6795,143.319,30.96,5.8,mww,,69,2.306,0.98,us,us20002nj8,2022-05-03T17:25:37.937Z,"118 km E of Miyako, Japan",earthquake,6.8,3.8,,,reviewed,us,us
2015-06-09T18:44:52.690Z,41.0446,142.9118,27.46,4.7,mb,,88,0.987,1.04,us,us20002nbr,2015-08-10T13:08:27.040Z,"133 km ENE of Hachinohe, Japan",earthquake,4.2,3.7,0.053,114,reviewed,us,us
2015-06-08T20:44:07.560Z,36.2357,140.0443,54.29,4.5,mb,,86,0.118,1,us,us20002n3b,2022-07-31T12:01:08.914Z,"6 km SW of Makabe, Japan",earthquake,6.2,2.7,0.065,69,reviewed,us,us
2015-06-08T06:01:08.300Z,41.5615,142.0308,42,6.1,mww,,54,0.956,1.14,us,us20002mvq,2022-07-31T11:50:57.369Z,"74 km ENE of Mutsu, Japan",earthquake,6.8,1.9,,,reviewed,us,us
2015-06-07T10:31:29.570Z,42.2653,146.133,35.99,4.5,mb,,133,2.227,0.62,us,us20002mqb,2015-08-10T13:08:23.040Z,"126 km SSE of Nemuro, Japan",earthquake,8.2,8.1,0.083,42,reviewed,us,us
2015-06-06T07:28:15.820Z,33.2758,139.1584,10,4.6,mb,,62,0.546,0.8,us,us20002mil,2015-08-10T13:08:22.040Z,"156 km S of Shimoda, Japan",earthquake,5,1.9,0.083,44,reviewed,us,us
2015-06-03T19:34:15.830Z,43.4676,144.1041,10,4.5,mwr,,127,1.273,0.91,us,us20002ls3,2022-07-31T11:17:23.916Z,"39 km S of Motomachi, Japan",earthquake,3.2,1.8,0.08,15,reviewed,us,us
2015-06-03T08:16:06.620Z,31.1617,141.9006,10,4.8,mb,,108,2.632,0.82,us,us20002lkp,2015-08-08T00:50:12.040Z,"Izu Islands, Japan region",earthquake,7.8,1.8,0.047,140,reviewed,us,us
2015-06-01T15:51:38.920Z,39.8176,143.3145,21.97,4.6,mb,,87,2.198,0.67,us,us20002l1n,2015-08-08T00:49:47.040Z,"119 km E of Miyako, Japan",earthquake,7.3,4.6,0.076,52,reviewed,us,us
2015-05-30T18:49:07.340Z,30.7856,142.9722,6.05,6.2,mww,,12,3.549,0.81,us,us20002kpm,2022-07-31T10:19:26.641Z,"Izu Islands, Japan region",earthquake,6.3,2.5,,,reviewed,us,us
2015-05-29T17:13:40.180Z,30.5123,142.9032,2.55,4.7,mb,,72,3.462,0.88,us,us20002n8r,2015-08-08T00:49:05.040Z,"Izu Islands, Japan region",earthquake,4.3,4.6,0.11,25,reviewed,us,us
2015-05-29T16:06:47.710Z,36.1052,139.8275,54.91,4.9,mb,,100,0.319,1,us,us20002kdj,2022-07-31T10:09:23.857Z,"2 km ENE of Sakai, Japan",earthquake,4.5,4.4,0.052,116,reviewed,us,us
2015-05-28T22:13:50.080Z,35.3419,141.2466,22.57,4.6,mwr,,113,1.234,0.69,us,us20002k6p,2022-07-31T10:00:13.217Z,"57 km SE of Hasaki, Japan",earthquake,6.4,4.4,0.063,24,reviewed,us,us
2015-05-27T01:51:26.110Z,31.2919,130.4608,152.22,4.7,mb,,60,0.216,1.02,us,us10002cdg,2022-07-31T09:38:47.674Z,"14 km ENE of Makurazaki, Japan",earthquake,7.4,5.6,0.055,100,reviewed,us,us
2015-05-25T22:14:43.660Z,29.5462,142.366,23.06,4.8,mb,,59,2.446,0.98,us,us10002c2v,2015-07-29T01:35:44.040Z,"Izu Islands, Japan region",earthquake,7.8,4.8,0.064,74,reviewed,us,us
2015-05-25T06:37:40.890Z,41.8504,135.3922,385.81,5.1,mb,,24,3.426,0.92,us,us10002bzt,2022-07-31T09:04:23.238Z,"169 km SE of Preobrazheniye, Russia",earthquake,7.3,5.1,0.025,511,reviewed,us,us
2015-05-25T05:28:08.100Z,35.995,139.6134,38.74,5.1,mwr,,20,0.523,1.07,us,us10002bzr,2022-08-07T08:03:18.220Z,"2 km N of Ageoshimo, Japan",earthquake,5.3,4.1,0.065,23,reviewed,us,us
2015-05-24T00:09:38.400Z,31.2324,130.3868,160.74,4.5,mb,,94,0.281,0.77,us,us10002bva,2015-07-29T01:35:37.040Z,"7 km ESE of Makurazaki, Japan",earthquake,6.8,4.3,0.068,63,reviewed,us,us
2015-05-19T23:45:57.510Z,43.846,148.2789,55.03,4.6,mb,,136,4.112,0.9,us,us10002anl,2015-07-23T01:04:12.040Z,"125 km E of Shikotan, Russia",earthquake,9.6,7.5,0.059,85,reviewed,us,us
2015-05-19T15:17:21.480Z,39.1381,142.8158,17.98,4.7,mb,,149,2.032,0.82,us,us20002k34,2015-07-23T01:04:11.040Z,"83 km ESE of ?tsuchi, Japan",earthquake,7.1,6.6,0.224,6,reviewed,us,us
2015-05-18T05:03:40.090Z,31.3113,141.9631,10,4.6,mb,,109,2.56,0.98,us,us10002a4b,2015-07-23T01:04:07.040Z,"Izu Islands, Japan region",earthquake,7,1.8,0.055,98,reviewed,us,us
2015-05-17T16:33:21.510Z,31.9894,138.4162,4.7,4.8,mb,,61,1.613,0.56,us,us100029zm,2022-07-31T07:35:17.443Z,"290 km S of ?yama, Japan",earthquake,5.6,3.8,0.038,210,reviewed,us,us
2015-05-17T10:45:12.720Z,31.0874,141.6628,10,4.5,mb,,105,2.559,0.57,us,us10002cie,2015-07-23T01:04:05.040Z,"Izu Islands, Japan region",earthquake,6.1,1.8,0.118,21,reviewed,us,us
2015-05-16T22:40:42.400Z,31.272,141.8537,10,4.6,mb,,123,2.523,0.65,us,us100029vj,2015-07-23T01:04:03.040Z,"Izu Islands, Japan region",earthquake,8,1.9,0.078,49,reviewed,us,us
2015-05-16T18:36:31.220Z,31.2026,141.904,10,4.5,mb,,124,2.603,0.83,us,us10002chp,2015-07-23T01:04:03.040Z,"Izu Islands, Japan region",earthquake,4.5,1.8,0.118,21,reviewed,us,us
2015-05-15T10:56:41.030Z,31.0256,141.8371,10,4.6,mb,,123,2.7,0.94,us,us10002992,2015-07-23T01:04:01.040Z,"Izu Islands, Japan region",earthquake,7.8,1.9,0.093,34,reviewed,us,us
2015-05-15T03:30:34.360Z,37.0459,141.2026,37.95,5.1,mb,,80,0.884,0.75,us,us10002964,2022-07-31T06:56:52.606Z,"28 km E of Iwaki, Japan",earthquake,5.8,3,0.032,312,reviewed,us,us
2015-05-14T08:38:56.400Z,30.6082,141.9399,23.65,4.8,mb,,58,3.085,0.76,us,us100028x9,2015-07-23T01:03:59.040Z,"Izu Islands, Japan region",earthquake,5.3,4.1,0.086,42,reviewed,us,us
2015-05-14T00:59:36.990Z,31.2969,141.6093,23.4,4.5,mb,,120,2.367,0.56,us,us10002bj4,2015-07-23T01:03:58.040Z,"Izu Islands, Japan region",earthquake,4.7,5.6,0.103,28,reviewed,us,us
2015-05-13T14:10:07.570Z,30.8058,130.2259,155.47,4.5,mb,,89,0.727,0.83,us,us20002ezy,2015-07-17T07:06:15.040Z,"49 km NNW of Nagata, Japan",earthquake,6.8,5.6,0.099,30,reviewed,us,us
2015-05-13T13:45:11.590Z,36.5396,140.5677,47.02,4.5,mb,,118,0.433,0.87,us,us100028tt,2022-07-31T06:37:05.470Z,"8 km N of Funaishikawa, Japan",earthquake,5.1,5.9,0.07,59,reviewed,us,us
2015-05-13T02:09:23.330Z,31.3326,141.6596,18.17,4.5,mb,,121,2.367,0.83,us,us10002bhp,2015-07-17T07:06:14.040Z,"Izu Islands, Japan region",earthquake,8.6,3.1,0.124,19,reviewed,us,us
2015-05-12T21:12:58.890Z,38.9056,142.0317,35,6.8,mww,,8,1.422,0.84,us,us20002et4,2022-08-07T08:01:19.786Z,"32 km SE of ?funato, Japan",earthquake,4.7,1.9,,,reviewed,us,us
2015-05-12T07:51:43.810Z,37.9085,142.749,10,4.5,mb,,147,1.55,0.45,us,us10002bf7,2015-07-17T07:06:11.040Z,"138 km ESE of Ishinomaki, Japan",earthquake,7.2,1.8,0.204,9,reviewed,us,us
2015-05-11T15:51:20.890Z,30.4676,142.2881,28.92,4.5,mb,,178,3.36,0.68,us,us10002b62,2015-07-17T07:06:08.040Z,"Izu Islands, Japan region",earthquake,10.3,9.8,0.314,3,reviewed,us,us
2015-05-11T01:12:22.050Z,31.2023,141.9102,10,4.5,mb,,125,2.607,0.68,us,us10002b4x,2015-07-17T07:06:07.040Z,"Izu Islands, Japan region",earthquake,7.9,1.9,0.124,19,reviewed,us,us
2015-05-11T00:03:59.260Z,31.2064,141.9051,21.94,5,mb,,63,2.601,0.7,us,us20002ea2,2015-07-17T07:06:07.040Z,"Izu Islands, Japan region",earthquake,6.9,5.1,0.037,233,reviewed,us,us
2015-05-10T22:42:49.600Z,31.1713,141.9116,10,4.5,mb,,124,4.068,0.59,us,us10002avw,2015-07-17T07:06:07.040Z,"Izu Islands, Japan region",earthquake,10.6,1.9,0.15,13,reviewed,us,us
2015-05-10T22:13:21.730Z,31.1041,142.1491,10,4.5,mb,,127,2.819,0.57,us,us10002avq,2015-07-17T07:06:07.040Z,"Izu Islands, Japan region",earthquake,5.1,1.9,0.128,18,reviewed,us,us
